frame,x,y,visible
169,939.0,439.0,1
170,939.0,439.0,1
171,939.0,439.0,1
172,939.0,439.0,1
173,939.0,439.0,1
174,939.0,439.0,1
175,939.0,439.0,1
176,939.0,439.0,1
177,939.0,439.0,1
178,939.0,439.0,1
179,939.0,439.0,1
180,939.0,439.0,1
181,939.0,439.0,1
182,939.0,439.0,1
183,939.0,439.0,1
184,939.0,439.0,1
185,939.0,439.0,1
186,939.0,439.0,1
187,939.0,439.0,1
188,939.0,439.0,1
189,939.0,439.0,1
190,939.0,439.0,1
191,939.0,439.0,1
192,939.0,439.0,1
193,939.0,439.0,1
194,939.0,439.0,1
195,939.0,439.0,1
196,939.0,439.0,1
197,939.0,439.0,1
198,939.0,439.0,1
199,939.0,439.0,1
200,939.0,439.0,1
201,939.0,439.0,1
202,939.0,439.0,1
203,939.0,439.0,1
204,939.0,439.0,1
205,939.0,439.0,1
206,939.0,439.0,1
207,939.0,439.0,1
208,939.0,439.0,1
209,939.0,439.0,1
210,939.0,439.0,1
211,939.0,439.0,1
212,939.0,439.0,1
213,939.0,439.0,1
214,939.0,439.0,1
215,939.0,439.0,1
216,939.0,439.0,1
217,939.0,439.0,1
218,939.0,439.0,1
219,939.0,439.0,1
220,939.0,439.0,1
221,939.0,439.0,1
222,939.0,439.0,1
223,939.0,439.0,1
224,939.0,439.0,1
225,939.0,439.0,1
226,939.0,439.0,1
227,939.0,439.0,1
228,939.0,439.0,1
229,939.0,439.0,1
230,939.0,439.0,1
231,939.0,439.0,1
232,939.0,439.0,1
233,939.0,439.0,1
234,939.0,439.0,1
235,939.0,439.0,1
236,939.0,439.0,1
237,939.0,439.0,1
238,939.0,439.0,1
239,939.0,439.0,1
240,939.0,439.0,1
