frame,x,y,visible
161,714.0,502.0,1
162,714.0,502.0,1
163,714.0,502.0,1
164,714.0,502.0,1
165,714.0,502.0,1
166,714.0,502.0,1
167,714.0,502.0,1
168,714.0,502.0,1
169,714.0,502.0,1
170,714.0,502.0,1
171,714.0,502.0,1
172,714.0,502.0,1
173,714.0,502.0,1
174,714.0,502.0,1
175,714.0,502.0,1
176,714.0,502.0,1
177,714.0,502.0,1
178,714.0,502.0,1
179,714.0,502.0,1
180,714.0,502.0,1
181,714.0,502.0,1
182,714.0,502.0,1
183,714.0,502.0,1
184,714.0,502.0,1
185,714.0,502.0,1
186,714.0,502.0,1
187,714.0,502.0,1
188,714.0,502.0,1
189,714.0,502.0,1
190,714.0,502.0,1
191,714.0,502.0,1
192,714.0,502.0,1
193,714.0,502.0,1
194,714.0,502.0,1
195,714.0,502.0,1
196,714.0,502.0,1
197,714.0,502.0,1
198,714.0,502.0,1
199,714.0,502.0,1
200,714.0,502.0,1
201,714.0,502.0,1
202,714.0,502.0,1
203,714.0,502.0,1
204,714.0,502.0,1
205,714.0,502.0,1
206,714.0,502.0,1
207,714.0,502.0,1
208,714.0,502.0,1
209,714.0,502.0,1
210,714.0,502.0,1
211,714.0,502.0,1
212,714.0,502.0,1
213,714.0,502.0,1
214,714.0,502.0,1
215,714.0,502.0,1
216,714.0,502.0,1
217,714.0,502.0,1
218,714.0,502.0,1
219,714.0,502.0,1
220,714.0,502.0,1
221,714.0,502.0,1
222,714.0,502.0,1
223,714.0,502.0,1
224,714.0,502.0,1
225,714.0,502.0,1
226,714.0,502.0,1
227,714.0,502.0,1
228,714.0,502.0,1
229,714.0,502.0,1
230,714.0,502.0,1
231,714.0,502.0,1
232,714.0,502.0,1
233,714.0,502.0,1
234,714.0,502.0,1
235,714.0,502.0,1
236,714.0,502.0,1
237,714.0,502.0,1
238,714.0,502.0,1
239,714.0,502.0,1
240,714.0,502.0,1
