frame,x,y,visible
167,1208.0,499.0,1
168,1208.0,499.0,1
169,1208.0,499.0,1
170,1208.0,499.0,1
171,1208.0,499.0,1
172,1208.0,499.0,1
173,1208.0,499.0,1
174,1208.0,499.0,1
175,1208.0,499.0,1
176,1208.0,499.0,1
177,1208.0,499.0,1
178,1208.0,499.0,1
179,1208.0,499.0,1
180,1208.0,499.0,1
181,1208.0,499.0,1
182,1208.0,499.0,1
183,1208.0,499.0,1
184,1208.0,499.0,1
185,1208.0,499.0,1
186,1208.0,499.0,1
187,1208.0,499.0,1
188,1208.0,499.0,1
189,1208.0,499.0,1
190,1255.0,451.0,1
191,1252.0,459.0,1
192,1252.0,459.0,1
193,1252.0,459.0,1
194,1249.0,479.0,1
195,1247.0,499.0,1
196,1248.0,499.0,1
197,1246.0,509.0,1
198,1245.0,509.0,1
199,1239.0,538.0,1
200,1238.0,538.0,1
201,1236.0,564.0,1
202,1236.0,564.0,1
203,1236.0,568.0,1
204,1235.0,568.0,1
205,1237.0,559.0,1
206,1237.0,559.0,1
207,1240.0,552.0,1
208,1240.0,552.0,1
209,1240.0,552.0,1
210,1240.0,549.0,1
211,1242.0,545.0,1
212,1241.0,545.0,1
213,1243.0,545.0,1
214,1243.0,545.0,1
215,1244.0,545.0,1
216,1244.0,545.0,1
217,1244.0,545.0,1
218,1247.0,546.0,1
219,1247.0,546.0,1
220,1251.0,549.0,1
221,1251.0,549.0,1
222,1252.0,553.0,1
223,1254.0,560.0,1
224,1253.0,560.0,1
225,1255.0,569.0,1
226,1255.0,569.0,1
227,1257.0,578.0,1
228,1258.0,578.0,1
229,1259.0,582.0,1
230,1259.0,583.0,1
231,1260.0,580.0,1
232,1260.0,580.0,1
233,1260.0,579.0,1
234,1261.0,580.0,1
235,1264.0,580.0,1
236,1264.0,580.0,1
237,1264.0,582.0,1
238,1264.0,582.0,1
239,1264.0,582.0,1
240,1265.0,585.0,1
241,1265.0,585.0,1
242,1267.0,589.0,1
243,1268.0,589.0,1
244,1268.0,589.0,1
245,1269.0,589.0,1
246,1269.0,589.0,1
247,1270.0,590.0,1
248,1270.0,590.0,1
249,1271.0,594.0,1
250,1271.0,594.0,1
251,1271.0,597.0,1
252,1271.0,597.0,1
253,1271.0,597.0,1
254,1271.0,597.0,1
255,1271.0,597.0,1
256,1271.0,597.0,1
257,1274.0,602.0,1
258,1274.0,602.0,1
259,1274.0,602.0,1
260,1274.0,602.0,1
261,1277.0,605.0,1
262,1277.0,605.0,1
263,1276.0,605.0,1
264,1276.0,605.0,1
265,1276.0,605.0,1
266,1276.0,605.0,1
267,1276.0,605.0,1
268,1276.0,605.0,1
269,1276.0,605.0,1
270,1276.0,605.0,1
271,1276.0,605.0,1
272,1276.0,605.0,1
273,1276.0,605.0,1
274,1276.0,605.0,1
275,1276.0,605.0,1
276,1276.0,605.0,1
277,1276.0,605.0,1
278,1276.0,605.0,1
279,1276.0,605.0,1
280,1276.0,605.0,1
281,1276.0,605.0,1
282,1276.0,605.0,1
283,1276.0,605.0,1
284,1276.0,605.0,1
285,1276.0,605.0,1
286,1276.0,605.0,1
287,1276.0,605.0,1
288,1276.0,605.0,1
289,1276.0,605.0,1
290,1276.0,605.0,1
291,1276.0,605.0,1
292,1276.0,605.0,1
293,1276.0,605.0,1
294,1276.0,605.0,1
295,1276.0,605.0,1
296,1276.0,605.0,1
297,1276.0,605.0,1
298,1276.0,605.0,1
299,1276.0,605.0,1
300,1276.0,605.0,1
301,1276.0,605.0,1
302,1276.0,605.0,1
303,1276.0,605.0,1
304,1276.0,605.0,1
305,1276.0,605.0,1
306,1276.0,605.0,1
307,1276.0,605.0,1
308,1276.0,605.0,1
309,1276.0,605.0,1
310,1276.0,605.0,1
311,1276.0,605.0,1
312,1276.0,605.0,1
313,1276.0,605.0,1
314,1276.0,605.0,1
315,1276.0,605.0,1
316,1276.0,605.0,1
317,1276.0,605.0,1
318,1276.0,605.0,1
319,1276.0,605.0,1
320,1276.0,605.0,1
321,1276.0,605.0,1
322,1276.0,605.0,1
323,1276.0,605.0,1
324,1276.0,605.0,1
325,1276.0,605.0,1
326,1276.0,605.0,1
327,1276.0,605.0,1
328,1276.0,605.0,1
329,1276.0,605.0,1
330,1276.0,605.0,1
331,1276.0,605.0,1
332,1276.0,605.0,1
333,1276.0,605.0,1
334,1276.0,605.0,1
335,1276.0,605.0,1
336,1276.0,605.0,1
337,1276.0,605.0,1
338,1276.0,605.0,1
339,1276.0,605.0,1
340,1276.0,605.0,1
341,1276.0,605.0,1
342,1276.0,605.0,1
343,1276.0,605.0,1
344,1276.0,605.0,1
345,1276.0,605.0,1
346,1276.0,605.0,1
347,1276.0,605.0,1
348,1276.0,605.0,1
349,1276.0,605.0,1
350,1276.0,605.0,1
351,1276.0,605.0,1
352,1276.0,605.0,1
353,1276.0,605.0,1
354,1276.0,605.0,1
355,1276.0,605.0,1
356,1276.0,605.0,1
357,1276.0,605.0,1
358,1276.0,605.0,1
359,1276.0,605.0,1
360,1276.0,605.0,1
361,1276.0,605.0,1
362,1276.0,605.0,1
363,1276.0,605.0,1
364,1276.0,605.0,1
365,1276.0,605.0,1
366,1276.0,605.0,1
367,1276.0,605.0,1
368,1276.0,605.0,1
369,1276.0,605.0,1
370,1276.0,605.0,1
371,1276.0,605.0,1
372,1276.0,605.0,1
373,1276.0,605.0,1
374,1276.0,605.0,1
375,1276.0,605.0,1
376,1276.0,605.0,1
377,1276.0,605.0,1
378,1276.0,605.0,1
379,1276.0,605.0,1
380,1276.0,605.0,1
381,1276.0,605.0,1
382,1276.0,605.0,1
383,1276.0,605.0,1
384,1276.0,605.0,1
385,1276.0,605.0,1
386,1276.0,605.0,1
387,1276.0,605.0,1
388,1276.0,605.0,1
389,1276.0,605.0,1
390,1276.0,605.0,1
391,1276.0,605.0,1
392,1276.0,605.0,1
393,1276.0,605.0,1
394,1276.0,605.0,1
395,1276.0,605.0,1
396,1276.0,605.0,1
397,1276.0,605.0,1
398,1276.0,605.0,1
399,1276.0,605.0,1
400,1276.0,605.0,1
401,1276.0,605.0,1
