frame,x,y,visible
168,1183.0,309.0,1
169,1183.0,309.0,1
170,1183.0,309.0,1
171,1183.0,309.0,1
172,1183.0,309.0,1
173,1183.0,309.0,1
174,1183.0,309.0,1
175,1183.0,309.0,1
176,1183.0,309.0,1
177,1183.0,309.0,1
178,1183.0,309.0,1
179,1183.0,309.0,1
180,1183.0,309.0,1
181,1183.0,309.0,1
182,1183.0,309.0,1
183,1183.0,309.0,1
184,1183.0,309.0,1
185,1183.0,309.0,1
186,1183.0,309.0,1
187,1183.0,309.0,1
188,1183.0,309.0,1
189,1183.0,309.0,1
190,1183.0,309.0,1
191,1183.0,309.0,1
192,1183.0,309.0,1
193,1183.0,309.0,1
194,1183.0,309.0,1
195,1183.0,309.0,1
196,1183.0,309.0,1
197,1183.0,309.0,1
198,1183.0,309.0,1
199,1183.0,309.0,1
200,1183.0,309.0,1
201,1183.0,309.0,1
202,1183.0,309.0,1
203,1183.0,309.0,1
204,1183.0,309.0,1
205,1183.0,309.0,1
206,1183.0,309.0,1
207,1183.0,309.0,1
208,1183.0,309.0,1
209,1183.0,309.0,1
210,1183.0,309.0,1
211,1183.0,309.0,1
212,1183.0,309.0,1
213,1183.0,309.0,1
214,1183.0,309.0,1
215,1183.0,309.0,1
216,1183.0,309.0,1
217,1183.0,309.0,1
218,1183.0,309.0,1
219,1183.0,309.0,1
220,1183.0,309.0,1
221,1183.0,309.0,1
222,1183.0,309.0,1
223,1183.0,309.0,1
224,1183.0,309.0,1
225,1183.0,309.0,1
226,1183.0,309.0,1
227,1183.0,309.0,1
228,1183.0,309.0,1
229,1183.0,309.0,1
230,1183.0,309.0,1
231,1183.0,309.0,1
232,1183.0,309.0,1
233,1183.0,309.0,1
234,1183.0,309.0,1
235,1183.0,309.0,1
236,1183.0,309.0,1
237,1183.0,309.0,1
238,1183.0,309.0,1
239,1183.0,309.0,1
240,1183.0,309.0,1
241,1183.0,309.0,1
242,1183.0,309.0,1
243,1183.0,309.0,1
244,1183.0,309.0,1
245,1183.0,309.0,1
246,1183.0,309.0,1
247,1183.0,309.0,1
248,1183.0,309.0,1
249,1183.0,309.0,1
250,1183.0,309.0,1
251,1183.0,309.0,1
252,1183.0,309.0,1
253,1183.0,309.0,1
